Path/Name,Phrase
directory/dir-for_prev,Für den vorhergehenden Eintrag
directory/dir-start_new_search,Um eine neue Suche zu starten
directory/dir-specify_mininum,Bitte nennen Sie mindestens
directory/dir-letters_of_person_name,Buchstaben des Namens der Person.
directory/dir-please_try_again,Bitte versuchen Sie es erneut.
directory/dir-press,drücken Sie
directory/dir-for_next,Für den nächsten Eintrag
directory/dir-enter_person_first_or_last,Bitte geben Sie die ersten paar Buchstaben des Vor- oder Nachnamens der Person ein.
directory/dir-enter-person,Bitte geben Sie ein die ersten paar Buchstaben des
directory/dir-no_match_entry,Ihre Suche hat keine Ergebnisse gefunden. Bitte versuchen Sie es erneut.
directory/dir-no_more_result,Keine weiteren Ergebnisse.
directory/dir-specify_mininum_first,Die Eingabe erfordert die Angabe von mindestens
directory/dir-to_make_new_search,Um eine neue Suche zu beginnen
directory/dir-to_many_result,Ihre Suche ergab zu viele Ergebnisse. Bitte versuchen Sie es erneut.
conference/conf-ack,NULL
conference/conf-nack,NULL
conference/conf-muted,Sie sind jetzt stumm geschaltet.
conference/conf-unmuted,Sie sind jetzt nicht mehr stumm geschaltet.
conference/conf-alone,Sie sind derzeit die einzige Person in dieser Konferenz.
conference/conf-perpetual,NULL
conference/conf-enter,NULL
conference/conf-exit,NULL
conference/conf-kicked,Sie sind von der Konferenz ausgeschlossen worden.
conference/conf-locked,Diese Konferenz ist gesperrt.
conference/conf-is-locked,Diese Konferenz ist jetzt gesperrt.
conference/conf-is-unlocked,Diese Konferenz ist jetzt nicht mehr gesperrt.
conference/conf-pin,Bitte geben Sie die PIN Nummer der Konferenz ein.
conference/conf-bad-pin,Ungültige PIN Nummer. Bitte versuchen Sie es erneut.
conference/conf-goodbye,Auf Wiedersehen.
conference/conf-welcome,Willkommen zur Konferenz.
conference/conf-enter_conf_number,"Bitte geben Sie die Konferenz Nummer ein, gefolgt von der Raute Taste."
conference/conf-enter_conf_pin,"Bitte geben Sie die PIN Nummer der Konferenz ein, gefolgt von der Raute Taste."
conference/conf-has_joined,nimmt jetzt an der Konferenz teil.
conference/conf-has_left,hat die Konferenz verlassen.
conference/conf-you_are_already_muted,Sie sind bereits stumm geschaltet.
conference/conf-you_are_now_bidirectionally_muted,Sie sind jetzt in beiden Richtungen stumm geschaltet.
conference/conf-number_of_listeners,"Geben Sie die Zahl der Zuhörer an diesem Ort ein, gefolgt von der Raute Taste."
conference/conf-listeners_in_conference,Zuhörer in dieser Konferenz.
conference/conf-listener_in_conference,Zuhörer in dieser Konferenz.
conference/conf-members_in_conference,Mitglieder in dieser Konferenz.
conference/conf-conference_is_in_qna_mode,Diese Konferenz ist jetzt im Fragen und Antworten Modus.
conference/conf-qna_mode,Fragen und Antworten Modus
conference/conf-entry_sound,Signalton beim Betreten
conference/conf-exit_sound,Signalton beim Verlassen
conference/conf-conference_is_full,Diese Konferenz ist voll. Bitte fragen Sie den Konferenz-Moderator.
conference/conf-conference_will_start_shortly,Ihre Konferenz wird in Kürze beginnen. Bitte bleiben Sie in der Leitung.
conference/conf-other_persons_conference,andere Personen in dieser Konferenz.
conference/conf-one_other_person_conference,Es ist eine weitere Person in dieser Konferenz.
conference/conf-one_other_member_conference,Es ist ein weiteres Mitglied in dieser Konferenz.
conference/conf-being_recorded,Diese Konferenz wird aufgezeichnet.
conference/conf-no_longer_being_recorded,Diese Konferenz wird nicht mehr aufgezeichnet.
ivr/ivr-account_number,Kontonummer
ivr/ivr-connect_to_caller,Mit dem Anrufer verbinden
ivr/ivr-enter_ext_pound,"Wenn Sie die Durchwahl der gewünschten Person kennen, geben Sie diese bitte jetzt ein."
ivr/ivr-enter_ext,"Bitte geben Sie eine Durchwahl ein, gefolgt von der Raute Taste."
ivr/ivr-for_this_person,Um diese Person
ivr/ivr-hold_connect_call,"Bitte warten Sie, während Ihr Anruf verbunden wird."
ivr/ivr-im_sorry,Es tut uns leid.
ivr/ivr-please,Bitte
ivr/ivr-please_return_our_call_at,Bitte rufen Sie zurück unter
ivr/ivr-regarding_reference_number,Bezüglich der Referenz Nummer
ivr/ivr-sample_submenu,Dies ist ein Beispiel-Untermenü des Ai Wee Arr.
ivr/ivr-say_name,Bitte sagen Sie Ihren Namen nach dem Ton.
ivr/ivr-send_to_voicemail,Leite diesen Anrufer zum Anrufbeantworter weiter
ivr/ivr-speak_to_a_customer_service_representative,Um mit einem Mitarbeiter des Kundenservice zu sprechen
ivr/ivr-take_a_message,Eine Nachricht aufnehmen
ivr/ivr-that_was_an_invalid_entry,Das war ein ungültiger Eintrag
ivr/ivr-this_is_a_call_from,Dies ist ein Anruf von
ivr/ivr-this_ivr_will_let_you_test_features,Dieser Ai Wee Arr ermöglicht Ihnen den Test einiger Funktionen
ivr/ivr-to_call_the_freeswitch_conference,Um die FreeSWITCH Konferenz anzurufen
ivr/ivr-to_do_a_freeswitch_echo_test,Um einen FreeSWITCH echo test zu machen
ivr/ivr-to_do_a_fwd_echo_test,Um einen vorwärts echo test zu machen
ivr/ivr-to_hear_sample_submenu,Um ein Beispiel-Untermenü des Ai Wee Arr zu hören
ivr/ivr-to_hear_screaming_monkeys,Um schreiende Affen zu hören
ivr/ivr-to_listen_to_moh,Um Wartemusik zu hören
ivr/ivr-to_repeat_these_options,Um diese Optionen zu wiederholen
ivr/ivr-to_return_to_previous_menu,Um zum vorherigen Menü zurückzukehren
ivr/ivr-to_speak_with_an_operator,Um mit der Vermittlung zu sprechen
ivr/ivr-welcome_to_freeswitch,"Willkommen bei FreeSWITCH, der Zukunft der Telefonie"
ivr/ivr-you_may_exit_by_hanging_up,"Sie können jederzeit beenden, indem Sie einfach auflegen."
ivr/ivr-or,oder
ivr/ivr-not,nicht
ivr/ivr-call,Anruf
ivr/ivr-you_may,Sie können
ivr/ivr-hello,Hallo
ivr/ivr-use_telephone_keypad,Indem Sie die Tasten Ihres Telefons benutzen
ivr/ivr-spell_name,"Bitte buchstabieren Sie den Namen der Person, die Sie versuchen zu erreichen"
ivr/ivr-last_name_first,Nachname zuerst
ivr/ivr-first_name_first,Vorname zuerst
ivr/ivr-press_one_q_or_z,Drücken Sie 1 für Q oder Z
ivr/ivr-sales,Vertrieb
ivr/ivr-customer_service,Kundendienst
ivr/ivr-technical_support,Technischer Support
ivr/ivr-operator,Vermittlung
ivr/ivr-you_have_dialed_an_invalid_extension,Sie haben eine ungültige Durchwahl gewählt.
ivr/ivr-please_enter_extension_followed_by_pound,"Bitte geben Sie die Nummer Ihrer Nebenstelle ein, gefolgt von der Raute Taste."
ivr/ivr-please_enter_pin_followed_by_pound,"Bitte geben Sie Ihre PIN Nummer ein, gefolgt von der Raute Taste."
ivr/ivr-pin_or_extension_is-invalid,Ihre PIN Nummer oder Nebenstelle ist ungültig.
ivr/ivr-you_are_about_to_provision_this_phone,"Sie sind gerade dabei, dieses Telefon für Ihr Nutzerkonto einzurichten."
ivr/ivr-please_reenter_your_pin,"Bitte geben Sie die PIN Nummer erneut ein, um zu bestätigen."
ivr/ivr-register_for_cluecon,"Um sich für die ClueCon anzumelden, drücken Sie bitte"
ivr/ivr-to_log_in,Um sich anzumelden
ivr/ivr-to_log_out,Um sich abzumelden
ivr/ivr-you_are_now_logged_in,Sie sind jetzt angemeldet.
ivr/ivr-you_are_now_logged_out,Sie sind jetzt abgemeldet.
ivr/ivr-please_try_again,Bitte versuchen Sie es erneut.
ivr/ivr-provision_phone_permanently_to_extension,"Sie sind gerade dabei, dieses Telefon permanent für Ihre Nebenstelle einzurichten."
ivr/ivr-extension_to_provision_this_phone,"Bitte geben Sie die Nummer der Nebenstelle ein, für die Sie dieses Telefon einrichten wollen, gefolgt von der Raute Taste."
ivr/ivr-this_phone_will_now_reboot,Danke. Dieses Telefon wird jetzt neu gestartet.
ivr/ivr-recording_saved,Danke. Ihre Aufnahme wurde gespeichert.
ivr/ivr-save_review_record,"Drücken Sie 1, um Ihre Aufnahme zu speichern. Drücken Sie 2, um Ihre Aufnahme anzuhören. Drücken Sie 3, um sie erneut aufzunehmen."
ivr/ivr-unable_save,Das System kann Ihre Aufnahmne derzeit nicht speichern. Bitte versuchen Sie es später erneut.
ivr/ivr-you_are_number,Sie sind Nummer
ivr/ivr-in_line,in der Warteschlange.
ivr/ivr-thank_you_for_holding,Vielen Dank für Ihre Geduld.
ivr/ivr-estimated_hold_time,Die geschätzte Wartezeit ist
ivr/ivr-more_than,Mehr als
ivr/ivr-less_than,Weniger als
ivr/ivr-begin_recording,Beginne mit der Aufnahme
ivr/ivr-call_forwarding_has_been_cancelled,Anrufweiterleitung wurde abgebrochen.
ivr/ivr-call_forwarding_has_been_set,Anrufweiterleitung wurde aktiviert.
ivr/ivr-please_enter_the_phone_number,Bitte geben Sie die Telefonnummer ein.
ivr/ivr-please_state_your_name_and_reason_for_calling,Bitte sagen Sie Ihren Namen und den Grund Ihres Anrufs.
ivr/ivr-accept_reject_voicemail,"Um zu akzeptieren, drücken Sie 1. Um abzulehnen, drücken Sie 2. Für Weiterleitung zum Anrufbeantworter drücken Sie 3."
ivr/ivr-accept_reject,"Um zu akzeptieren, drücken Sie 1. Um abzulehnen, drücken Sie 2."
ivr/ivr-to_accept_press_one,"Um zu akzeptieren, drücken Sie 1."
ivr/ivr-incoming_call,Eingehender Anruf.
ivr/ivr-thank_you_for_calling,Vielen Dank für Ihren Anruf.
ivr/ivr-stay_on_line_call_answered_momentarily,Bitte warten Sie. Ihr Anruf wird sofort beantwortet.
ivr/ivr-call_being_transferred,Ihr Anruf wird weitergeleitet.
ivr/ivr-enjoy_music_while_transfer,"Bitte genießen Sie die Musik, während Ihr Anruf weitergeleitet wird."
ivr/ivr-call_from,Sie haben einen Anruf von
ivr/ivr-no_menu_items,Dieses Menü enthält keine Einträge. Bitte kontaktieren Sie den Administrator.
ivr/ivr-for_directory_press,"Für ein Verzeichnis, drücken Sie"
ivr/ivr-using_telephone_keypad,Indem Sie die Tasten Ihres Telefons benutzen
ivr/ivr-enter_letters_last_name,Bitte geben Sie die ersten paar Buchstaben des Nachnamens der Person ein.
ivr/ivr-enter_letters_first_name,Bitte geben Sie die ersten paar Buchstaben des Vornamens der Person ein.
ivr/ivr-enter_letters_first_or_last_name,Bitte geben Sie die ersten paar Buchstaben des Vor oder Nachnamens der Person ein.
ivr/ivr-if_correct_press,"Wenn dies korrekt ist, drücken Sie"
ivr/ivr-if_not_press,"Wenn nicht, drücken Sie"
ivr/ivr-finished_pound_hash_key,"Wenn Sie fertig sind, drücken Sie die Raute Taste."
ivr/ivr-dnd_activated,Bitte nicht stören wurde aktiviert.
ivr/ivr-dnd_cancelled,Bitte nicht stören wurde deaktiviert.
ivr/ivr-any_other_digit,Drücken Sie irgendeine andere Ziffer
ivr/ivr-one_yes_two_no,"Drücken Sie 1 für ja, 2 für nein."
ivr/ivr-enter_queue_number,"Bitte geben Sie die Nummer der Warteschlange ein, gefolgt von der Raute Taste."
ivr/ivr-please_enter_the,Bitte geben Sie ein die
ivr/ivr-number,Nummer
ivr/ivr-followed_by_pound,gefolgt von der Raute Taste.
ivr/ivr-account_balance_is,Der Kontostand ist
ivr/ivr-file,Datei
ivr/ivr-files,Dateien
ivr/ivr-for_a_wakeup_call,Für einen Weckruf
ivr/ivr-this_is_your_wakeup_call,Dies ist Ihre Weckruf.
ivr/ivr-request_wakeup_call,Um einen Weckruf anzufordern
ivr/ivr-confirm_wakeup_call,Um den Weckruf zu bestätigen
ivr/ivr-cancel_wakeup_call,Um den Weckruf zu löschen
ivr/ivr-requested_wakeup_call_for,Sie haben einen Weckruf angefordert um
ivr/ivr-not_requested_wakeup_call,Sie haben keinen Weckruf angefordert.
ivr/ivr-wakeup_call_cancelled,Ihr Weckruf wurde gelöscht.
ivr/ivr-for_daily_wakeup_call,Für einen täglichen Wegruf
ivr/ivr-daily_wakeup_call,Täglichen Weckruf
ivr/ivr-for_daily_wakeup_calls,Für tägliche Weckrufe
ivr/ivr-for_one_time_wakeup_call,Für einen einmaligen Weckruf
ivr/ivr-one_time_wakeup_call,Einmaliger Weckruf
ivr/ivr-wakeup_call,Weckruf
ivr/ivr-wakey_wakey_sunshine,Einen wunderschönen guten Morgen! Wach auf! Die Sonne scheint!
ivr/ivr-welcome,Willkommen.
ivr/ivr-welcome_to,Willkommen bei
ivr/ivr-good_morning,Guten Morgen.
ivr/ivr-good_afternoon,Guten Tag.
ivr/ivr-good_evening,Guten Abend.
ivr/ivr-thank_you,Danke.
ivr/ivr-for,Um
ivr/ivr-longer_than_usual_hold_times,Die Wartezeiten sind derzeit länger als normal.
ivr/ivr-you_are_the,Sie sind der
ivr/ivr-one_moment_please,Bitte warten Sie einen Moment.
ivr/ivr-call_answered_order_received,Ihr Anruf wird in der Reihenfolge des Eingangs bearbeitet.
ivr/ivr-you_entered,Sie haben eingegeben
ivr/ivr-extension_number,Durchwahl
ivr/ivr-please_hold_while_party_contacted,"Bitte warten Sie, während Ihr Anruf verbunden wird."
ivr/ivr-please_enjoy_music_while_party_reached,"Bitte genießen Sie die Musik, während Ihr Anruf verbunden wird."
ivr/ivr-generic_greeting,"Vielen Dank für Ihren Anruf. Wenn Sie die Durchwahl der gewünschten Person kennen, geben Sie diese bitte jetzt ein. Um stattdessen ein Verzeichnis der Nebenstellen zu bekommen, drücken Sie bitte 9."
ivr/ivr-if_correct_one_if_not_two,"Wenn das korrekt ist, drücken Sie bitte 1, ansonsten 2."
ivr/ivr-repeat_this_information,Um diese information zu wiederholen.
ivr/ivr-no_no_no,Nein Nein Nein
ivr/ivr-did_you_mean_to_press_key,Wollten Sie wirklich diese Taste drücken?
ivr/ivr-seriously_mean_to_press_key,"Mal ganz im Ernst, wollten Sie WIRKLICH diese Taste drücken?"
ivr/ivr-oh_whatever,Oh ... wie auch immer.
ivr/ivr-one_more_mistake,Es reicht! Noch so ein Fehler und ich werde auflegen!
ivr/ivr-congratulations_you_pressed_star,"Herzlichen Glückwunsch. Sie haben Stern gedrückt. Das bedeutet nicht, dass Sie ein Star sind. Es heißt nur, dass Sie Tasten drücken können und wahrscheinlich Finger haben."
ivr/ivr-engineers_busy_assisting_other_sales,"Alle unsere Techniker sind derzeit beschäftigt. Sie helfen den Vertrieblern bei Vorführungen, wie toll unser System ist."
ivr/ivr-message_self_destruct,Diese Nachricht wird sich selbst zerstören in fünf ... vier ... drei ... zwei ... eins
ivr/ivr-all_your_call_are_belong_to_us,Alle Ihre Anrufe gehören uns.
ivr/ivr-love_those_touch_tones,"Ich liebe die Art, wie Du diese Tasten drückst."
ivr/ivr-yes_we_have_no_bananas,"Ja, wir haben keine Bananen."
ivr/ivr-dude_you_suck,"Hey Mann, Du nervst."
ivr/ivr-on_hold_indefinitely,"Ihr Anruf liegt uns sehr am Herzen, aber Ihr Verstand nicht. Darum wird es uns eine Freude sein, Sie für immer in unserer Warteschleife hängen zu lassen, um Sie mit unserer nervigen Wartemusik zu quälen."
ivr/ivr-has_left_the_building,hat das Gebäude verlassen.
ivr/ivr-phone_is_unassigned,Dieses Telefon ist nicht zugewiesen und darf keine externen Nummern anrufen.
ivr/ivr-phone_not_configured,Dieses Telefon ist nicht richtig konfiguriert.
ivr/ivr-phone_is_configured_properly,Herzlichen Glückwunsch. Dieses Telefon ist korrekt configuriert und kann jetzt einem Nutzer zugewiesen werden.
ivr/ivr-contact_system_administrator,Bitten Sie den Systemadministrator um Hilfe.
ivr/ivr-no_calls_waiting_in_queue,Es warten keine Anrufe in dieser Warteschlange.
ivr/ivr-you_are_number_one,Sie sind Anrufer Nummer eins. Natürlich bekommt in unserem System jeder Anrufer die Nummer eins. Darum müssen Sie jetzt vielleicht ein bisschen warten.
ivr/ivr-has_called_emergency_services,hat den Notruf gewählt.
ivr/ivr-there_are,Es sind
ivr/ivr-enter_source_telephone_number,"Bitte geben Sie die Quell-Telefonnummer ein, dann drücken Sie die Raute Taste."
ivr/ivr-enter_destination_telephone_number,"Bitte geben Sie die Ziel-Telefonnummer ein, dann drücken Sie die Raute Taste."
ivr/ivr-recording_started,Aufnahme gestartet.
ivr/ivr-recording_stopped,Aufnahme beendet.
