Path/Name,Phrase
voicemail/vm-urgent-saved,guardada e urgente
voicemail/vm-saved,guardada
voicemail/vm-message,mensagem
voicemail/vm-message_alt,mensagem
voicemail/vm-messages,mensagens
voicemail/vm-messages_alt,mensagens
voicemail/vm-no_more_messages,Não há mais mensagens.
voicemail/vm-repeat_message,Para repetir esta mensagem...
voicemail/vm-delete_message,Para apagar esta mensagem...
voicemail/vm-save_message,Para guardar esta mensagem...
voicemail/vm-play_next_message,Para ouvir a mensagem seguinte...
voicemail/vm-play_previous_message,Para ouvir a mensagem anterior...
voicemail/vm-undelete_message,Para recuperar esta mensagem...
voicemail/vm-send_message_now,Para enviar esta mensagem agora...
voicemail/vm-message_envelope,Para ouvir o cabeçalho da mensagem...
voicemail/vm-has_been_changed_to,...foi alterado para...
voicemail/vm-press,marque
voicemail/vm-received,Recebido
voicemail/vm-followed_by,...seguido de...
voicemail/vm-that_was_an_invalid_ext,Essa era uma extensão inválida.
voicemail/vm-undeleted,Recuperada
voicemail/vm-followed_by_pound,...seguido de cardinal.
voicemail/vm-next,seguinte
voicemail/vm-listen_new,Para ouvir as mensagens novas...
voicemail/vm-listen_saved,Para ouvir as mensagens guardadas...
voicemail/vm-advanced,Para opções avançadas...
voicemail/vm-advanced_alt,para opções avançadas
voicemail/vm-to_exit,Para sair...
voicemail/vm-to_exit_alt,para sair
voicemail/vm-to_record_greeting,Para gravar uma saudação...
voicemail/vm-choose_greeting,Para escolher a sua saudação...
voicemail/vm-record_name2,Para gravar o seu nome...
voicemail/vm-main_menu,Para o menu principal...
voicemail/vm-listen_to_recording,Para ouvir a gravação...
voicemail/vm-save_recording,Para guardar a gravação...
voicemail/vm-rerecord,Para gravar novamente...
voicemail/vm-mark-urgent,Para marcar esta mensagem como urgente...
voicemail/vm-mark_message_new,Para marcar esta mensagem como nova...
voicemail/vm-continue,Para continuar...
voicemail/vm-listen_to_recording_again,Para ouvir a gravação novamente...
voicemail/vm-delete_recording,Para apagar a gravação...
voicemail/vm-forward_to_email,Para encaminhar a gravação para o seu email...
voicemail/vm-to_forward,Para encaminhar esta mensagem...
voicemail/vm-forward_enter_ext,Por favor introduza a extensão para a qual pretende encaminhar esta mensagem.
voicemail/vm-forward_add_intro,Para adicionar uma introdução a esta mensagem...
voicemail/vm-greeting,saudação
voicemail/vm-selected,seleccionada
voicemail/vm-not_available,Não está disponível.
voicemail/vm-message_number,Mensagem número...
voicemail/vm-deleted,apagada
voicemail/vm-too-small,"O tamanho da sua gravação é menor que o mínimo aceite, por favor tente novamente."
voicemail/vm-in_folder,na caixa de entrada
voicemail/vm-return_call,Para devolver a chamada agora...
voicemail/vm-urgent,urgente
voicemail/vm-mailbox_full,"Esta caixa de correio está cheia, por favor tente mais tarde."
voicemail/vm-tutorial_yes_no,"Bem-Vindo ao seu voicemail. Para ouvir o tutorial e configurar o seu voicemail, pressione um. Para saltar-lo pressione dois."
voicemail/vm-tutorial_record_name,"Necessita gravar o seu nome e sobrenome. Esta gravação é usada entre outros, no serviço de directório."
voicemail/vm-tutorial_change_pin,O número de identificação pessoal ou PIN serve para impedir o  acesso de terceiros às suas mensagens. Deseja alterar o seu PIN agora?
voicemail/vm-not_available_no_voicemail,O destino que deseja contactar não está disponível e não tem correio de voz.
voicemail/vm-pin_below_minimum_length,O PIN introduzido está abaixo do comprimento mínimo.
voicemail/vm-minimum_pin_length_is,O comprimento mínimo do PIN é...
voicemail/vm-password_has_been_changed,A sua palavra-passe foi alterada.
voicemail/vm-enter_new_pin,"Por favor, introduza a sua nova palavra-passe, seguida da tecla cardinal."
voicemail/vm-password_not_valid,A palavra-passe introduzida não é válida neste sistema.
voicemail/vm-password_is_not_secure,Uma palavra-passe como '1111' ou '1234' não é segura.
voicemail/vm-choose_password,"Por favor, escolha uma palavra-passe sem dígitos repetidos ou consecutivos."
voicemail/vm-voicemail_password_is_web_password,Lembre-se que a sua palavra-passe de caixa de correio é também a sua palavra-passe da interface web.
voicemail/vm-message_from,Mensagem de...
voicemail/vm-nobody_leaving_message,Ninguém está a deixar mensagem nesta caixa de correio no momento.
voicemail/vm-last,último
voicemail/vm-delete_greeting,Para eliminar a saudação
voicemail/vm-listen_to_greeting,Para ouvir a saudação...
voicemail/vm-main_menu_alt,Para o menu principal...
voicemail/vm-message_forwarded,Mensagem encaminhada
voicemail/vm-no_answer_no_vm,A extensão chamada não atende e não possui caixa de correio de voz configurada.
directory/dir-enter_person,Introduza o nome da pessoa que procura.
directory/dir-last_name,...apelido...
directory/dir-to_search_by,Para pesquisar por...
directory/dir-first_name,...primeiro nome...
directory/dir-no_matching_results,Nenhum resultado encontrado.
directory/dir-result_match,...resultados encontrados para a sua pesquisa.
directory/dir-too_many_result,"A sua pesquisa devolveu demasiados resultados, por favor tente novamente."
directory/dir-no_more_results,Não há mais resultados.
directory/dir-result_number,Resultado número
directory/dir-at_extension,...na extensão...
directory/dir-to_select_entry,Para seleccionar este resultado...
directory/dir-for_next,Para o resultado seguinte...
directory/dir-for_prev,Para o resultado anterior...
directory/dir-start_new_search,Para iniciar uma nova pesquisa...
directory/dir-specify_mininum,"Por favor, especifique mais caracteres."
directory/dir-letters_of_person_name,"...letras do nome da pessoa, tente novamente."
directory/dir-please_try_again,"Por favor, tente novamente."
directory/dir-press,marque
directory/dir-for_next,Para o resultado seguinte...
directory/dir-enter_person_first_or_last,"Por favor, introduza as primeiras letras do nome ou apelido da pessoa"
directory/dir-enter-person,Por favor introduza as primeiras letras do nome da pessoa.
directory/dir-no_match_entry,"Não foram encontrados resultados, tente novamente."
directory/dir-no_more_result,Não há mais resultados
directory/dir-specify_mininum_first,Você necessita de especificar um mínimo de...
directory/dir-to_make_new_search,Para iniciar uma nova pesquisa
directory/dir-to_many_result,A sua pesquisa devolveu demasiados resultados.
conference/conf-ack,NULL
conference/conf-nack,NULL
conference/conf-muted,Você agora está em silêncio.
conference/conf-unmuted,Você já não está em silêncio.
conference/conf-alone,Neste momento você é a única pessoa na conferência.
conference/conf-perpetual,NULL
conference/conf-enter,NULL
conference/conf-exit,NULL
conference/conf-kicked,Você foi excluído desta conferência.
conference/conf-locked,Esta conferência está bloqueada.
conference/conf-is-locked,A conferência está agora bloqueada.
conference/conf-is-unlocked,A conferência está agora desbloqueada.
conference/conf-pin,Por favor introduza o PIN da conferência.
conference/conf-bad-pin,"PIN inválido, tente novamente."
conference/conf-goodbye,Até breve.
conference/conf-welcome,Bem-vindo à conferência.
conference/conf-enter_conf_number,"Por favor marque o número da conferência, seguido de cardinal"
conference/conf-enter_conf_pin,"Introduza o número PIN da conferência, seguido de cardinal."
conference/conf-has_joined,...entrou na conferência.
conference/conf-has_left,...abandonou a conferência.
conference/conf-you_are_already_muted,Você já está em silêncio.
conference/conf-you_are_now_bidirectionally_muted,Você está agora em silêncio em ambos sentidos.
conference/conf-number_of_listeners,"Introduza o número de ouvintes, seguido da tecla cardinal."
conference/conf-listeners_in_conference,...ouvintes nesta conferência.
conference/conf-listener_in_conference,...ouvinte nesta conferência.
conference/conf-members_in_conference,...membros nesta conferência.
conference/conf-conference_is_in_qna_mode,Esta conferência está em modo perguntas e respostas.
conference/conf-qna_mode,Modo perguntas e respostas
conference/conf-entry_sound,Som de entrada
conference/conf-exit_sound,Som de saída
conference/conf-conference_is_full,"Esta conferência está cheia. Por favor, contacte o moderador."
conference/conf-conference_will_start_shortly,"A sua conferência começará em breve. Por favor, aguarde na linha."
conference/conf-other_persons_conference,outras pessoas na conferência.
conference/conf-one_other_person_conference,uma outra pessoa na conferência.
conference/conf-one_other_member_conference,um outro membro na conferência.
conference/conf-being_recorded,Esta conferência está a ser gravada.
conference/conf-no_longer_being_recorded,Esta conferência já não está a ser gravada.
ivr/ivr-account_number,Número da conta
ivr/ivr-connect_to_caller,Estabelecer contacto com a pessoa que telefona
ivr/ivr-enter_ext_pound,"Se conhece a extensão do destinatário, por favor marque-a agora."
ivr/ivr-enter_ext,Por favor introduza uma extensão seguida de cardinal.
ivr/ivr-for_this_person,Para esta pessoa...
ivr/ivr-hold_connect_call,Por favor aguarde enquanto a sua chamada é estabelecida.
ivr/ivr-im_sorry,Desculpe
ivr/ivr-please,Por favor
ivr/ivr-please_return_our_call_at,Por favor devolva a nossa chamada às...
ivr/ivr-regarding_reference_number,De acordo com o número de referência
ivr/ivr-sample_submenu,Este é um exemplo de um submenu de Resposta Interactiva de Voz...
ivr/ivr-say_name,Por favor diga o seu nome depois do sinal.
ivr/ivr-send_to_voicemail,Enviar esta chamada para o correio de voz.
ivr/ivr-speak_to_a_customer_service_representative,Para falar com um responsável do apoio a clientes...
ivr/ivr-take_a_message,Deixe uma mensagem
ivr/ivr-that_was_an_invalid_entry,Essa era uma entrada inválida.
ivr/ivr-this_is_a_call_from,Esta é uma chamada de...
ivr/ivr-this_ivr_will_let_you_test_features,Este IVR permite-lhe testar algumas das funções...
ivr/ivr-to_call_the_freeswitch_conference,Para ligar à conferência FreeSWITCH...
ivr/ivr-to_do_a_freeswitch_echo_test,Para realizar um teste FreeSWITCH eco...
ivr/ivr-to_do_a_fwd_echo_test,Para realizar um teste FWD eco...
ivr/ivr-to_hear_sample_submenu,Para ouvir o exemplo de um submenu de Resposta Interactiva de Voz...
ivr/ivr-to_hear_screaming_monkeys,Para ouvir gritaria de macacos...
ivr/ivr-to_listen_to_moh,Para ouvir música em espera...
ivr/ivr-to_repeat_these_options,Para ouvir novamente estas opções...
ivr/ivr-to_return_to_previous_menu,Para voltar ao menu anterior...
ivr/ivr-to_speak_with_an_operator,Para falar com um operador...
ivr/ivr-welcome_to_freeswitch,"Bem-vindo a FreeSWITCH, o futuro da telefonia."
ivr/ivr-you_may_exit_by_hanging_up,"Você pode sair a qualquer altura, simplesmente terminando a chamada."
ivr/ivr-or,ou
ivr/ivr-not,não
ivr/ivr-call,telefonar
ivr/ivr-you_may,pode
ivr/ivr-hello,Olá
ivr/ivr-use_telephone_keypad,Usando as teclas do seu telefone...
ivr/ivr-spell_name,Por favor soletre o nome da pessoa que você pretente contactar.
ivr/ivr-last_name_first,Último nome primeiro
ivr/ivr-first_name_first,Primeiro nome primeiro
ivr/ivr-press_one_q_or_z,Marque 1 para Q ou Z.
ivr/ivr-sales,Vendas
ivr/ivr-customer_service,Apoio a clientes
ivr/ivr-technical_support,Suporte técnico
ivr/ivr-operator,Operador
ivr/ivr-you_have_dialed_an_invalid_extension,Você marcou uma extensão inválida.
ivr/ivr-please_enter_extension_followed_by_pound,"Por favor marque a sua extensão, seguida de cardinal."
ivr/ivr-please_enter_pin_followed_by_pound,"Por favor marque o seu número PIN, seguido de cardinal."
ivr/ivr-pin_or_extension_is-invalid,O seu número PIN ou extensão é inválido.
ivr/ivr-you_are_about_to_provision_this_phone,Você está a ponto de associar este telefone à sua conta...
ivr/ivr-please_reenter_your_pin,Por favor marque novamente o seu número PIN para confirmar.
ivr/ivr-register_for_cluecon,"Para registar em ClueCon, por favor marque..."
ivr/ivr-to_log_in,Para conectar...
ivr/ivr-to_log_out,Para desconectar...
ivr/ivr-you_are_now_logged_in,Você está agora conectado.
ivr/ivr-you_are_now_logged_out,Você está agora desconectado.
ivr/ivr-please_try_again,Por favor tente novamente.
ivr/ivr-provision_phone_permanently_to_extension,Você está a ponto de associar permanentemente este telefone à sua extensão.
ivr/ivr-extension_to_provision_this_phone,"Por favor marque o número da extensão à qual pretende associar este telefone, seguido de cardinal."
ivr/ivr-this_phone_will_now_reboot,"Obrigado, este telefone irá agora ser reiniciado."
ivr/ivr-recording_saved,Obrigado. A sua gravação foi guardada.
ivr/ivr-save_review_record,Marque 1 para guardar a sua gravação. Marque 2 para ouvir a sua gravação. Marque 3 para gravar novamente.
ivr/ivr-unable_save,Neste momento o sistema é incapaz de guardar o seu ficheiro de som. Por favor tente novamente mais tarde.
ivr/ivr-you_are_number,Você é o número
ivr/ivr-in_line,...em linha
ivr/ivr-thank_you_for_holding,Obrigado por aguardar.
ivr/ivr-estimated_hold_time,O seu tempo estimado de espera é...
ivr/ivr-more_than,Mais de...
ivr/ivr-less_than,Menos de...
ivr/ivr-begin_recording,Comece a gravar após o sinal.
ivr/ivr-call_forwarding_has_been_cancelled,O encaminhamento da chamada foi cancelado.
ivr/ivr-call_forwarding_has_been_set,O encaminhamento da chamada foi activado.
ivr/ivr-please_enter_the_phone_number,"Por favor, introduza o número de telefone."
ivr/ivr-please_state_your_name_and_reason_for_calling,"Por favor, deixe o seu nome e o motivo da sua chamada."
ivr/ivr-accept_reject_voicemail,"Para aceitar, marque 1. Para rejeitar, marque 2. Para enviar para o correio de voz, marque 3."
ivr/ivr-accept_reject,"Para aceitar, prima 1. Para rejeitar, prima 2."
ivr/ivr-to_accept_press_one,"Para aceitar, prima 1."
ivr/ivr-incoming_call,Entrada de chamada.
ivr/ivr-thank_you_for_calling,Obrigado pela sua chamada.
ivr/ivr-stay_on_line_call_answered_momentarily,Por favor permaneça em linha. A sua chamada será atendida brevemente.
ivr/ivr-call_being_transferred,A sua chamada está a ser transferida.
ivr/ivr-enjoy_music_while_transfer,"Por favor, desfrute da música enquanto a sua chamada é transferida."
ivr/ivr-call_from,Você tem uma chamada de...
ivr/ivr-no_menu_items,Este menú não tem opções. Por favor entre em contacto com o administrador.
ivr/ivr-for_directory_press,"Para directório, marque..."
ivr/ivr-using_telephone_keypad,Usando o teclado do seu telefone...
ivr/ivr-enter_letters_last_name,Introduza as primeiras letras do último nome da pessoa.
ivr/ivr-enter_letters_first_name,Introduza as primeiras letras do primeiro nome da pessoa.
ivr/ivr-enter_letters_first_or_last_name,Introduza as primeiras letras do primeiro ou último nome da pessoa.
ivr/ivr-if_correct_press,"Se isto é correcto, marque..."
ivr/ivr-if_not_press,"Se não, marque..."
ivr/ivr-finished_pound_hash_key,"Quando terminar, marque cardinal."
ivr/ivr-dnd_activated,O modo Não Incomodar está agora activado.
ivr/ivr-dnd_cancelled,O modo Não Incomodar foi desactivado.
ivr/ivr-any_other_digit,Marque qualquer outro dígito...
ivr/ivr-one_yes_two_no,Marque um para sim. Marque dois para não.
ivr/ivr-enter_queue_number,"Por favor marque o número da fila, seguido de cardinal."
ivr/ivr-please_enter_the,Por favor marque o...
ivr/ivr-number,Número.
ivr/ivr-followed_by_pound,...seguido de cardinal.
ivr/ivr-account_balance_is,O saldo da conta é...
ivr/ivr-file,...ficheiro...
ivr/ivr-files,...ficheiros...
ivr/ivr-for_a_wakeup_call,Para uma chamada de despertar...
ivr/ivr-this_is_your_wakeup_call,Esta é a sua chamada de despertar.
ivr/ivr-request_wakeup_call,Para solicitar uma chamada de despertar...
ivr/ivr-confirm_wakeup_call,Para confirmar uma chamada de despertar...
ivr/ivr-cancel_wakeup_call,Para cancelar uma chamada de despertar...
ivr/ivr-requested_wakeup_call_for,Você solicitou uma chamada de despertar...
ivr/ivr-not_requested_wakeup_call,Você não solicitou uma chamada de despertar.
ivr/ivr-wakeup_call_cancelled,A sua chamada de despertar foi cancelada.
ivr/ivr-for_daily_wakeup_call,Para uma chamada de despertar por dia...
ivr/ivr-daily_wakeup_call,Chamada de despertar diária...
ivr/ivr-for_daily_wakeup_calls,Para chamadas de despertar diárias...
ivr/ivr-for_one_time_wakeup_call,Para apenas uma chamada de despertar...
ivr/ivr-one_time_wakeup_call,Apenas uma chamada de despertar...
ivr/ivr-wakeup_call,...chamada de despertar...
ivr/ivr-wakey_wakey_sunshine,Acorda! Acorda raio de sol!!
ivr/ivr-welcome,Bem-vindo.
ivr/ivr-welcome_to,Bem-vindo a...
ivr/ivr-good_morning,Bom dia.
ivr/ivr-good_afternoon,Boa tarde.
ivr/ivr-good_evening,Boa noite.
ivr/ivr-thank_you,Obrigado
ivr/ivr-for,Para...
ivr/ivr-longer_than_usual_hold_times,Estamos a observar tempos de espera superiores ao normal.
ivr/ivr-you_are_the,Você é o...
ivr/ivr-one_moment_please,Um momento por favor.
ivr/ivr-call_answered_order_received,A sua chamada será atendida pela ordem que foi recebida.
ivr/ivr-you_entered,Você entrou...
ivr/ivr-extension_number,Número da extensão...
ivr/ivr-please_hold_while_party_contacted,Por favor aguarde enquanto contactamos com o destinatário.
ivr/ivr-please_enjoy_music_while_party_reached,Por favor desfrute da música enquanto contactamos com o destinatário.
ivr/ivr-generic_greeting,"Obrigado por telefonar. Se conhece a extensão do destinatário, marque-a agora, ou marque nove para ir para o directório."
ivr/ivr-if_correct_one_if_not_two,"Se isto é correcto, marque 1. Se não é correcto, marque 2."
ivr/ivr-repeat_this_information,Para ouvir novamente esta informação..
ivr/ivr-no_no_no,Não não não!
ivr/ivr-did_you_mean_to_press_key,Você pretendia marcar esta tecla?
ivr/ivr-seriously_mean_to_press_key,A sério? Pretendia MESMO marcar esta tecla?
ivr/ivr-oh_whatever,"Oh, tanto faz."
ivr/ivr-one_more_mistake,Já chega! Um erro mais e desligo a chamada.
ivr/ivr-congratulations_you_pressed_star,"Felicidades, você pressionou estrela. Isto não significa que você é uma estrela. Apenas significa que pode pressionar teclas e que provavelmente tem dedos."
ivr/ivr-engineers_busy_assisting_other_sales,Todos os nossos engenheiros estão ocupados demonstrando como é impressionante CudaTel.
ivr/ivr-message_self_destruct,"Esta mensagem vai autodestruir-se em 5, 4, 3, 2, 1..."
ivr/ivr-all_your_call_are_belong_to_us,Todas as suas chamadas pertencem-nos.
ivr/ivr-love_those_touch_tones,Adoro a forma como você pressiona as teclas!
ivr/ivr-yes_we_have_no_bananas,"Sim, nós não temos bananas."
ivr/ivr-dude_you_suck,"Homem, você está a ser ridículo!"
ivr/ivr-on_hold_indefinitely,"A sua chamada é muito importante para nós, mas a sua saúde mental não, então estamos felizes por mantê-lo em espera, torturando-o com a irritante música em espera."
ivr/ivr-has_left_the_building,...deixou o edifício.
ivr/ivr-phone_is_unassigned,Este telefone não está associado e não pode realizar chamadas externas.
ivr/ivr-phone_not_configured,Este telefone não está configurado correctamente.
ivr/ivr-phone_is_configured_properly,Parabéns! Este telefone está configurado correctamente e pode agora ser associado a um utilizador.
ivr/ivr-contact_system_administrator,Por favor contacte o administrador do sistema para assistência.
ivr/ivr-no_calls_waiting_in_queue,Não há mais chamadas á espera nesta fila.
ivr/ivr-you_are_number_one,É o número um na fila.
ivr/ivr-has_called_emergency_services,telefonou para os serviços de emergência
ivr/ivr-there_are,Há...
ivr/ivr-enter_source_telephone_number,Introduza o número de telefone de origem.
ivr/ivr-enter_destination_telephone_number,Introduza o número de telefone de destino.
ivr/ivr-recording_started,Gravação iniciada.
ivr/ivr-recording_stopped,Gravação parada.
ivr/ivr-recording_paused,Gravação em pausa.
ivr/ivr-recording_deleted,Gravação eliminada.
ivr/ivr-no_longer_in_queue,Já não está na fila.
ivr/ivr-withdrawn,retirado
ivr/ivr-question,pergunta
ivr/ivr-questions,perguntas
ivr/ivr-has_been_answered,foi respondida
ivr/ivr-has_been_removed,foi removida
ivr/ivr-no_questions_in_queue,Não há perguntas na fila.
ivr/ivr-is_now_on,está agora activado
ivr/ivr-is_now_off,está agora desactivado
ivr/ivr-phone_not_make_external_calls,Este telefone não está autorizado a fazer chamadas externas.
ivr/ivr-id_number,Número de identificação
ivr/ivr-skip_instructions,Prima qualquer tecla para saltar instruções.
ivr/ivr-hangup_to_discard,Desligue para descartar.
ivr/ivr-or_press,ou prima
ivr/ivr-for_english_press,"Para inglês, prima"
ivr/ivr-call_cannot_be_completed_as_dialed,A sua chamada não pode ser completada como marcada.
ivr/ivr-please_check_number_try_again,"Por favor, verifique o número e tente novamente."
ivr/ivr-failure_reason_is,O motivo da falha é
ivr/ivr-unallocated_number,Número não atribuído
ivr/ivr-no_user_response,Sem resposta do utilizador
ivr/ivr-invalid_number_format,Formato de número inválido
ivr/ivr-invalid_sound_prompt,Prompt de som inválido
ivr/ivr-gateway_down,Gateway indisponível
ivr/ivr-no_route_destination,Sem rota para o destino
ivr/ivr-user_busy,Utilizador ocupado
ivr/ivr-call_rejected,Chamada rejeitada
ivr/ivr-normal_unspecified,"Normal, não especificado"
ivr/ivr-incompatible_destination,Destino incompatível
ivr/ivr-normal_clearing,Encerramento normal
ivr/ivr-not_have_permission,Não tem permissão
ivr/ivr-youre_doing_it_wrong,Está a fazer mal!
ivr/ivr-were_asterisk_free,Somos livres de Asterisk!
ivr/ivr-douche_telecom,Douche Telecom
ivr/ivr-to_learn_more_about_freeswitch,Para saber mais sobre FreeSWITCH
ivr/ivr-there_is,Há
ivr/ivr-do_not_call_list,Lista de não telefonar
ivr/ivr-call_attempt_aborted,Tentativa de chamada abortada
ivr/ivr-to_wait_stay_on_the_line,"Para aguardar, permaneça na linha."
ivr/ivr-if_you_would_like_us_to_call_back,Se desejar que retornemos a chamada
ivr/ivr-it_appears_that_your_phone_number_is,Parece que o seu número de telefone é
ivr/ivr-would_you_like_to_receive_a_call_at_this_number,Gostaria de receber uma chamada neste número?
ivr/ivr-please_enter_the_number_where_we_can_reach_you,Introduza o número onde o podemos contactar.
ivr/ivr-we_will_return_your_call_at_this_number,Retornaremos a sua chamada neste número.
ivr/ivr-anonymous_caller,Chamador anónimo
ivr/ivr-freeguipy,Sirva-se de uma fatia de tarte grátis!
ivr/ivr-learn_more_freeguipydotorg,Saiba mais em F-R-E-E-G-U-I-P-Y ponto O-R-G
ivr/ivr-terribly_wrong_awkward,"Algo correu terrivelmente, terrivelmente mal... (constrangedor!)"
ivr/ivr-it_was_that_bug,"Caramba, era mesmo aquele bug!"
ivr/ivr-concentrate,CONCENTRE-SE! Foque no coelho! FOQUE NO COELHO!
ivr/ivr-file_a_jira,"Se não gostar, pode criar um JIRA!"
ivr/ivr-founder_of_freesource,"Permita-me apresentar o fundador da FreeSOURCE, Anthony Ministrone."
ivr/ivr-cold_foolish,"Meu, isso é mesmo estúpido... MUITO estúpido"
ivr/ivr-trollover_minutes,Parabéns! Ganhou 1500 Minutos Trollover este mês!
ivr/ivr-yuno_silent_drill,Porque não o modo silencioso?!
ivr/ivr-beacuase,Porque as vozes eram bastante boas
ivr/ivr-day_mode,Modo dia...
ivr/ivr-night_mode,Modo noite...
ivr/ivr-lunch_mode,Modo almoço...
ivr/ivr-custom_mode_number,Número de modo personalizado
ivr/ivr-not_have_permission_to_edit,Não tem permissão para editar
