Path/Name,Phrase
digits/14,Veertien
digits/15,Vijftien
digits/16,Zestien
digits/17,Zeventien
digits/18,Achttien
digits/19,Negentien
digits/20,Twintig
digits/30,Dertig
digits/40,Veertig
digits/50,Vijftig
digits/60,Zestig
digits/70,Zeventig
digits/80,Tachtig
digits/90,Negentig
digits/dot,Punt
digits/h-1,Eerste
digits/h-2,Tweede
digits/h-3,Derde
digits/h-4,Vierde
digits/h-5,Vijfde
digits/h-6,Zesde
digits/h-7,Zevende
digits/h-8,Achtste
digits/h-9,Negende
digits/h-10,Tiende
digits/h-11,Elfde
digits/h-12,Twaalfde
digits/h-13,Dertiende
digits/h-14,Veertiende
digits/h-15,Vijftiende
digits/h-16,Zestiende
digits/h-17,Zeventiende
digits/h-18,Achtiende
digits/h-19,Negentiende
digits/h-20,Twintigste
digits/h-30,Dertigste
digits/hundred,Honderd
digits/thousand,Duizend
digits/million,Miljoen
digits/period,Periode
digits/point,Punt
digits/pound,Hekje
digits/star,Ster
currency/and,En
currency/cent,Cent
currency/central,Centraal
currency/cents-per-minute,Cent per minuut
currency/cents,Centen
currency/dollar,Euro
currency/dollars,Euros
currency/minus,Minus
currency/negative,Negatief
time/a-m,A.M.
time/at,Op
time/day-0,Zondag
time/day-1,Maandag
time/day-2,Dinsdag
time/day-3,Woensdag
time/day-4,Donderdag
time/day-5,Vrijdag
time/day-6,Zaterdag
time/hour,Uur
time/hours,Uren
time/minute,Minuut
time/minutes,Minuten
time/second,Seconde
time/seconds,Seconden
time/mon-0,Januari
time/mon-1,Febuari
time/mon-2,Maart
time/mon-3,April
time/mon-4,Mei
time/mon-5,Juni
time/mon-6,July
time/mon-7,Augustus
time/mon-8,September
time/mon-9,Oktober
time/mon-10,November
time/mon-11,December
time/oclock,Uur
time/oh,oh
time/p-m,P.M.
time/today,Vandaag
time/tomorrow,Morgen
time/yesterday,Gisteren
voicemail/vm-person,De persoon op toestel
voicemail/vm-marked-urgent,als dringend gemarkeerd
voicemail/vm-marked_new,Gemarkeerd als nieuw.
voicemail/vm-emailed,geë-maild
voicemail/vm-you_have,u heeft
voicemail/vm-from,van
voicemail/vm-enter_id,toets uw i d in en sluit af met een
voicemail/vm-enter_pass,toets uw wachtwoord in en sluit af met een
voicemail/vm-fail_auth,login incorrect
voicemail/vm-hello,welkom in uw voicemail
voicemail/vm-goodbye,tot ziens
voicemail/vm-record_name1,spreek uw naam in na de toon en druk op een toets of stop met praten om de opname te beëindigen.
voicemail/vm-choose_greeting_choose,Kies een begroeting tussen 1 en 9.
voicemail/vm-choose_greeting_fail,ongeldige waarde
voicemail/vm-abort,te veel incorrecte pogingen
voicemail/vm-change_password,om uw wachtwoord te wijzigen
voicemail/vm-record_greeting,om een welkomstboodschap op te nemen
voicemail/vm-record_message,spreek uw bericht in na de toon en druk op een toets of stop met praten om de opname te beëindigen
voicemail/vm-play_greeting,is niet bereikbaar
voicemail/vm-urgent-new,dringend nieuw
voicemail/vm-new,nieuw
voicemail/vm-urgent-saved,dringend opgeslagen
voicemail/vm-saved,opgeslagen
voicemail/vm-message,bericht
voicemail/vm-message_alt,bericht
voicemail/vm-messages,berichten
voicemail/vm-messages_alt,berichten
voicemail/vm-no_more_messages,Geen berichten meer.
voicemail/vm-repeat_message,Om dit bericht te herhalen...
voicemail/vm-delete_message,Om dit bericht te verwijderen...
voicemail/vm-save_message,Om dit bericht op te slaan...
voicemail/vm-play_next_message,Om het volgende bericht af te spelen...
voicemail/vm-play_previous_message,Om het vorige bericht af te spelen...
voicemail/vm-undelete_message,Om dit bericht te herstellen...
voicemail/vm-send_message_now,Om dit bericht nu te verzenden...
voicemail/vm-message_envelope,Om de details van dit bericht te horen...
voicemail/vm-has_been_changed_to,...is gewijzigd naar...
voicemail/vm-press,toets
voicemail/vm-received,ontvangen
voicemail/vm-followed_by,...gevolgd door...
voicemail/vm-that_was_an_invalid_ext,Dat was een ongeldige extensie.
voicemail/vm-undeleted,Hersteld.
voicemail/vm-followed_by_pound,...gevolgd door het hekje.
voicemail/vm-next,volgende
voicemail/vm-listen_new,om nieuwe berichten af te spelen
voicemail/vm-listen_saved,om opgeslagen berichten af te spelen
voicemail/vm-advanced,voor speciale opties
voicemail/vm-advanced_alt,voor geavanceerde opties
voicemail/vm-to_exit,om te beëindigen
voicemail/vm-to_exit_alt,om af te sluiten
voicemail/vm-to_record_greeting,Om een begroeting op te nemen...
voicemail/vm-choose_greeting,om een welkomstboodschap te kiezen
voicemail/vm-record_name2,om uw naam op te nemen
voicemail/vm-main_menu,voor het hoofd menu
voicemail/vm-listen_to_recording,om naar de opname te luisteren
voicemail/vm-save_recording,om de opname op te slaan
voicemail/vm-rerecord,om opnieuw op te nemen
voicemail/vm-mark-urgent,Om dit bericht als urgent te markeren...
voicemail/vm-mark_message_new,Om dit bericht als nieuw te markeren...
voicemail/vm-continue,om door te gaan
voicemail/vm-listen_to_recording_again,om nogmaals naar de opname te luisteren
voicemail/vm-delete_recording,om de opname te wissen
voicemail/vm-forward_to_email,om de opname door te sturen naar uw email
voicemail/vm-to_forward,Om dit bericht door te sturen...
voicemail/vm-forward_enter_ext,Voer de extensie in waarnaar u dit bericht wilt doorsturen.
voicemail/vm-forward_add_intro,Om een introductie aan dit bericht toe te voegen...
voicemail/vm-greeting,welkomstboodschap
voicemail/vm-selected,gekozen
voicemail/vm-not_available,Niet beschikbaar.
voicemail/vm-message_number,bericht nummer
voicemail/vm-deleted,verwijderd
voicemail/vm-too-small,"Uw opname is korter dan de minimaal aanvaardbare lengte, probeer het opnieuw"
voicemail/vm-in_folder,in de map postvak in
voicemail/vm-return_call,om nu terug te bellen
voicemail/vm-urgent,dringend
voicemail/vm-mailbox_full,Deze mailbox is vol. Probeer uw oproep later opnieuw.
voicemail/vm-tutorial_yes_no,"Welkom bij uw nieuwe voicemail. Om te luisteren naar een uitleg en het opzetten van uw voice mail box, druk op 1. Om dit over te slaan, druk op 2."
voicemail/vm-tutorial_record_name,Ik moet uw voor- en achternaam opnemen. Deze opname wordt gebruikt in het systeem zoals het bedrijfsmatige telefoonboek
voicemail/vm-tutorial_change_pin,"Uw persoonlijk identificatienummer, ofwel 'pin', wordt gebruikt om te voorkomen dat anderen toegang krijgen tot uw voicemailberichten. Wilt u deze nu wijzigen?"
voicemail/vm-not_available_no_voicemail,De persoon die u probeert te bereiken is niet beschikbaar en heeft geen voicemail.
voicemail/vm-pin_below_minimum_length,De ingevoerde PIN is korter dan de minimale lengte.
voicemail/vm-minimum_pin_length_is,De minimale PIN-lengte is...
voicemail/vm-password_has_been_changed,Uw wachtwoord is gewijzigd.
voicemail/vm-enter_new_pin,"Voer uw nieuwe wachtwoord in, gevolgd door het hekje."
voicemail/vm-password_not_valid,Het ingevoerde wachtwoord is niet geldig in dit systeem.
voicemail/vm-password_is_not_secure,Een wachtwoord zoals '1111' of '1234' is niet veilig.
voicemail/vm-choose_password,Kies een wachtwoord zonder herhaalde of opeenvolgende cijfers.
voicemail/vm-voicemail_password_is_web_password,Vergeet niet dat uw voicemail wachtwoord ook uw webinterface wachtwoord is.
voicemail/vm-message_from,Bericht van...
voicemail/vm-nobody_leaving_message,Er wordt momenteel geen bericht achtergelaten in deze voicemail.
voicemail/vm-last,laatste
voicemail/vm-delete_greeting,Om de begroeting te verwijderen
voicemail/vm-listen_to_greeting,Om de begroeting te beluisteren...
voicemail/vm-main_menu_alt,Voor het hoofdmenu...
voicemail/vm-message_forwarded,Bericht doorgestuurd
voicemail/vm-no_answer_no_vm,Het gekozen toestel neemt niet op en heeft geen voicemail.
directory/dir-enter_person,Geef de eerste paar letters op van de persoons
directory/dir-last_name,...achternaam...
directory/dir-to_search_by,Om te zoeken met...
directory/dir-first_name,...voornaam...
directory/dir-no_matching_results,Er zijn geen resultaten gevonden
directory/dir-result_match,...resultaten gevonden.
directory/dir-too_many_result,Er zijn teveel resultaten gevonden.
directory/dir-no_more_results,Geen andere resultaten gevonden.
directory/dir-result_number,Resultaat nummer...
directory/dir-at_extension,...bij toestel...
directory/dir-to_select_entry,Om deze te kiezen...
directory/dir-for_next,For the next entry...
directory/dir-for_prev,Voor de vorige...
directory/dir-start_new_search,Om een nieuwe zoekopdracht te beginnen...
directory/dir-specify_mininum,U moet een minimum van...
directory/dir-letters_of_person_name,...letters van de naam opgeven.
directory/dir-please_try_again,Probeer het opnieuw.
directory/dir-press,toets
directory/dir-for_next,For the next entry...
directory/dir-enter_person_first_or_last,Geef de eerste paar letters op van de persoons voor- of achternaam
directory/dir-enter-person,Voer de eerste letters in van
directory/dir-no_match_entry,"Uw zoekopdracht leverde geen resultaten op, probeer opnieuw."
directory/dir-no_more_result,Geen verdere resultaten
directory/dir-specify_mininum_first,U moet minimaal opgeven...
directory/dir-to_make_new_search,Om een nieuwe zoekopdracht te starten
directory/dir-to_many_result,Uw zoekopdracht leverde te veel resultaten op.
conference/conf-ack,NULL
conference/conf-nack,NULL
conference/conf-muted,U bent nu gedempt.
conference/conf-unmuted,U bent niet gedempt.
conference/conf-alone,U bent momenteel de enige persoon in deze conferentie.
conference/conf-perpetual,NULL
conference/conf-enter,NULL
conference/conf-exit,NULL
conference/conf-kicked,U bent verwijderd uit deze conferentie.
conference/conf-locked,Deze conferentie is vergrendeld.
conference/conf-is-locked,Deze conferentie is nu vergrendeld.
conference/conf-is-unlocked,Deze conferentie is nu ontgrendeld.
conference/conf-pin,Geef de conferentie pincode op.
conference/conf-bad-pin,"Incorrecte pin nummer, probeer het nogmaals."
conference/conf-goodbye,tot ziens
conference/conf-welcome,Welkom op de conferentie.
conference/conf-enter_conf_number,"Geef het conferentie nummer op, gevolgd door een hekje."
conference/conf-enter_conf_pin,"Geef het conferentie pin nummer op, gevolgd door een hekje."
conference/conf-has_joined,...heeft zich aangesloten aan de conferentie.
conference/conf-has_left,...heeft conferentie verlaten.
conference/conf-you_are_already_muted,U bent al gedempt.
conference/conf-you_are_now_bidirectionally_muted,U bent nu bidirectioneel gedempt.
conference/conf-number_of_listeners,"Voer het aantal luisteraars in, gevolgd door het hekje."
conference/conf-listeners_in_conference,...luisteraars in deze conferentie.
conference/conf-listener_in_conference,...luisteraar in deze conferentie.
conference/conf-members_in_conference,...leden in deze conferentie.
conference/conf-conference_is_in_qna_mode,Deze conferentie is in vraag-en-antwoord modus.
conference/conf-qna_mode,Vraag-en-antwoord modus
conference/conf-entry_sound,Entreegeluid
conference/conf-exit_sound,Exitgeluid
conference/conf-conference_is_full,Deze conferentie is vol. Neem contact op met de moderator.
conference/conf-conference_will_start_shortly,Uw conferentie begint binnenkort. Blijf aan de lijn.
conference/conf-other_persons_conference,andere personen in de conferentie.
conference/conf-one_other_person_conference,één andere persoon in de conferentie.
conference/conf-one_other_member_conference,één ander lid in de conferentie.
conference/conf-being_recorded,Deze conferentie wordt opgenomen.
conference/conf-no_longer_being_recorded,Deze conferentie wordt niet langer opgenomen.
ivr/ivr-account_number,Account nummer
ivr/ivr-connect_to_caller,Verbinden naar beller
ivr/ivr-enter_ext_pound,"Als u het nummer weet van de persoon die u wilt bereiken, kunt u dat nu intoetsen"
ivr/ivr-enter_ext,"Toets een toestel nummer in, gevolgd door een hekje"
ivr/ivr-for_this_person,Voor deze persoon
ivr/ivr-hold_connect_call,"Een moment geduld alstublieft, uw gesprek wordt doorverbonden"
ivr/ivr-im_sorry,Pardon
ivr/ivr-please,Alstublieft
ivr/ivr-please_return_our_call_at,Bel ons aub terug op
ivr/ivr-regarding_reference_number,In verband met referentienummer
ivr/ivr-sample_submenu,Dit is een voorbeeld van een IVR submenu...
ivr/ivr-say_name,Spreek u naam in na de toon
ivr/ivr-send_to_voicemail,Stuur deze beller naar de voicemail
ivr/ivr-speak_to_a_customer_service_representative,Om te spreken met een medewerker van de klantenservice
ivr/ivr-take_a_message,Een bericht doorgeven
ivr/ivr-that_was_an_invalid_entry,Dat was een verkeerde invoer
ivr/ivr-this_is_a_call_from,Dit is een gesprek van
ivr/ivr-this_ivr_will_let_you_test_features,Deze IVR stelt u instaat om een aantal functies te testen...
ivr/ivr-to_call_the_freeswitch_conference,Om de FreeSWITCH conferentie te bellen
ivr/ivr-to_do_a_freeswitch_echo_test,Om een FreeSWITCH echo test uit te voeren
ivr/ivr-to_do_a_fwd_echo_test,Om een Free World Dial Up echo test uit te voeren
ivr/ivr-to_hear_sample_submenu,Om een een voorbeeld IVR submenu te hoeren
ivr/ivr-to_hear_screaming_monkeys,Om schreeuwende apen te horen
ivr/ivr-to_listen_to_moh,Om naar wachtstand muziek te luisteren
ivr/ivr-to_repeat_these_options,Om deze keuzes nog een keer te horen
ivr/ivr-to_return_to_previous_menu,Om terug te keren naar het vorige menu
ivr/ivr-to_speak_with_an_operator,Om met een mederwerker te spreken
ivr/ivr-welcome_to_freeswitch,"Welkom bij FreeSWITCH, de toekomst in telefonie"
ivr/ivr-you_may_exit_by_hanging_up,U kunt op elk moment dit menu verlaten door op te hangen
ivr/ivr-or,of
ivr/ivr-not,niet
ivr/ivr-call,bellen
ivr/ivr-you_may,u mag
ivr/ivr-hello,hallo
ivr/ivr-use_telephone_keypad,U kunt uw telefoon toetsten gebruiken...
ivr/ivr-spell_name,Spel de naam van de persoon die u probeert te bereiken.
ivr/ivr-last_name_first,Achternaam eerst
ivr/ivr-first_name_first,Voornaam eerst
ivr/ivr-press_one_q_or_z,Toest 1 voor Q of Z.
ivr/ivr-sales,Verkoop
ivr/ivr-customer_service,Klanten service
ivr/ivr-technical_support,Technische ondersteuning
ivr/ivr-operator,telefonist
ivr/ivr-you_have_dialed_an_invalid_extension,U heeft een ongeldige toestel nummer gebeld.
ivr/ivr-please_enter_extension_followed_by_pound,"Toets uw toestel nummer in, gevolgd door een hekje."
ivr/ivr-please_enter_pin_followed_by_pound,"Toets uw pin in, gevolgd door een hekje."
ivr/ivr-pin_or_extension_is-invalid,Uw pin of toestel nummer is ongeldig.
ivr/ivr-you_are_about_to_provision_this_phone,U staat op het punt om dit toestel te koppelen aan uw account...
ivr/ivr-please_reenter_your_pin,Toets uw pin nogmaals in om te bevestigen.
ivr/ivr-register_for_cluecon,"Om te registreten voor ClueCon, toets een..."
ivr/ivr-to_log_in,om in te loggen
ivr/ivr-to_log_out,om uit te loggen
ivr/ivr-you_are_now_logged_in,U bent nu ingelogd
ivr/ivr-you_are_now_logged_out,U bent nu uitgelogd
ivr/ivr-please_try_again,Probeer het aub nogmaals.
ivr/ivr-provision_phone_permanently_to_extension,U staat op het punt om dit toestel permanent te koppelen aan uw account nummer.
ivr/ivr-extension_to_provision_this_phone,"Toets het toestel nummer in die uw wilt koppellen aan deze telefoon, gevolgd door een hekje."
ivr/ivr-this_phone_will_now_reboot,"Bedankt, deze telefoon zal nu opnieuw opstarten."
ivr/ivr-recording_saved,"Bedankt, Uw opname wordt bewaard."
ivr/ivr-save_review_record,Toets 1 om uw opnamen op te slaan. Toets 2 om uw opanmen te beluisteren. Toets 3 om overnieuw op te nemen.
ivr/ivr-unable_save,"Het systeem is niet in staat om uw opanme op te slaan op dit moment, probeer het aub later nog een keer."
ivr/ivr-you_are_number,U bent nummer...
ivr/ivr-in_line,...in de wachtrij
ivr/ivr-thank_you_for_holding,Bedankt voor het wachten.
ivr/ivr-estimated_hold_time,De geschatte wachttijd is...
ivr/ivr-more_than,Meer dan...
ivr/ivr-less_than,Minder dan...
ivr/ivr-begin_recording,Begin met opnemen na de toon.
ivr/ivr-call_forwarding_has_been_cancelled,Doorschakelen is geannuleerd.
ivr/ivr-call_forwarding_has_been_set,Doorschakelen is ingesteld.
ivr/ivr-please_enter_the_phone_number,Toets uw telefoon nummer in.
ivr/ivr-please_state_your_name_and_reason_for_calling,Geef uw naam op en de reden waarom u belt.
ivr/ivr-accept_reject_voicemail,Om te accepteren toets 1. Om te weigeren toets 2. Om een voicemail te sturen toets 3
ivr/ivr-accept_reject,"Om te accepteren, druk 1. Om te weigeren, druk 2."
ivr/ivr-to_accept_press_one,"Om te accepteren, druk 1."
ivr/ivr-incoming_call,Binnekomend gesprek.
ivr/ivr-thank_you_for_calling,Bedankt voor het bellen.
ivr/ivr-stay_on_line_call_answered_momentarily,"Blijft uw aan de lijn, uw wordt zo spoedig mogelijk te woord gestaan."
ivr/ivr-call_being_transferred,U wordt doorgeschakeld.
ivr/ivr-enjoy_music_while_transfer,Geniet van de muziek terwijl u wordt door geschakeld.
ivr/ivr-call_from,U heeft een binnekomend gesprek van...
ivr/ivr-no_menu_items,Dit menu heeft geen keuzes. Neem aub contact op met de beheerder.
ivr/ivr-for_directory_press,Voor het telefoonboek toets...
ivr/ivr-using_telephone_keypad,Gebruik de toetsen van uw telefoon toestel...
ivr/ivr-enter_letters_last_name,Geef de eerste paar letters op van de persoons achternaam.
ivr/ivr-enter_letters_first_name,Geef de eerste paar letters op van de persoons voornaam.
ivr/ivr-enter_letters_first_or_last_name,Geef de eerste paar letters op van de persoons voornaam of achternaam.
ivr/ivr-if_correct_press,"Als dit correct is, toest..."
ivr/ivr-if_not_press,"Zo niet, toets..."
ivr/ivr-finished_pound_hash_key,Als u klaar bent druk op hekje
ivr/ivr-dnd_activated,Niet storen is nu geactiveerd.
ivr/ivr-dnd_cancelled,Niet storen is nu gedactiveerd.
ivr/ivr-any_other_digit,Druk een op toets...
ivr/ivr-one_yes_two_no,Druk 1 voor ja. Druk 2 voor nee.
ivr/ivr-enter_queue_number,"Toets het wachtrij nummer in, gevolgd door een hekje."
ivr/ivr-please_enter_the,Geef aub de...
ivr/ivr-number,Nummer.
ivr/ivr-followed_by_pound,...gevolgd door een hekje.
ivr/ivr-account_balance_is,Het saldo is...
ivr/ivr-file,...bestand...
ivr/ivr-files,bestanden
ivr/ivr-for_a_wakeup_call,Om een wekdienst in te stellen...
ivr/ivr-this_is_your_wakeup_call,Dit is uw wekdienst.
ivr/ivr-request_wakeup_call,Om een wekdienst aan te vragen...
ivr/ivr-confirm_wakeup_call,Om de wekdienst te bevestigen...
ivr/ivr-cancel_wakeup_call,Om de wekdienst te annuleren...
ivr/ivr-requested_wakeup_call_for,U heeft een wekdienst aangevraagd voor...
ivr/ivr-not_requested_wakeup_call,U heeft geen wekdienst aangevraagd.
ivr/ivr-wakeup_call_cancelled,Uw wekdienst is geannuleerd.
ivr/ivr-for_daily_wakeup_call,Voor een dagelijkse wekdienst...
ivr/ivr-daily_wakeup_call,Dagelijkse wekdienst...
ivr/ivr-for_daily_wakeup_calls,Voor dagelijkse wekdiensten...
ivr/ivr-for_one_time_wakeup_call,Voor een eenmalig wekdienst...
ivr/ivr-one_time_wakeup_call,Eenmalig wekdiesnt...
ivr/ivr-wakeup_call,...wekdienst...
ivr/ivr-wakey_wakey_sunshine,Wakker worden!
ivr/ivr-welcome,Welkom.
ivr/ivr-welcome_to,Welkom bij...
ivr/ivr-good_morning,Goedemorgen.
ivr/ivr-good_afternoon,Goedemiddag.
ivr/ivr-good_evening,Goedeavond.
ivr/ivr-thank_you,Bedankt
ivr/ivr-for,Voor...
ivr/ivr-longer_than_usual_hold_times,Momenteel zijn de wachttijden langer dan normaal.
ivr/ivr-you_are_the,U bent de...
ivr/ivr-one_moment_please,Een moment geduld alstublieft.
ivr/ivr-call_answered_order_received,Uw gesprek wordt beantwoord in de volgorde van binnekomst.
ivr/ivr-you_entered,U heeft ingevoerd...
ivr/ivr-extension_number,Toestel nummer...
ivr/ivr-please_hold_while_party_contacted,"Een moment geduld alstublieft, Uw gesprekspartner wordt gecontacteerd."
ivr/ivr-please_enjoy_music_while_party_reached,Geniet van de muziek terwijl uw gesrpeks partner gecontacteerd wordt.
ivr/ivr-generic_greeting,"Bedankt voor het bellen. Als u het toestel nummer weet van de persoon die u wilt bereiken, kunt u dat nu intoetsen of toets een 9 voor het telefoonboek."
ivr/ivr-if_correct_one_if_not_two,"Als dit correct is toets een 1, is dit niet correct toets dan een 2."
ivr/ivr-repeat_this_information,Om deze gegevens te herhalen...
ivr/ivr-no_no_no,Nee nee nee!
ivr/ivr-did_you_mean_to_press_key,Was het de bedoeling dat u die toets indrukte?
ivr/ivr-seriously_mean_to_press_key,Serieus. Was het ECHT de bedoeling dat u die toets indrukte?
ivr/ivr-oh_whatever,Het zal wel!
ivr/ivr-one_more_mistake,Nu moet je oppassen! Nog één zo'n fout en ik verbreek de verbinding.
ivr/ivr-congratulations_you_pressed_star,"Gefeliciteerd, U heeft op de ster gedrukt. Dit betekent overigens niet dat u een ster bent. Dit betekent dat u op knopjes kunt drukken en naar alle waarschijnlijkheid vingers heeft."
ivr/ivr-engineers_busy_assisting_other_sales,Al onze technische mederwerkers zijn bezig onze verkoop medewerkers te ondersteunen met het demonstreren hoe goed de CudaTel is.
ivr/ivr-message_self_destruct,"Dit bericht zal zichzelf vernietigen in 5, 4, 3, 2, 1..."
ivr/ivr-all_your_call_are_belong_to_us,Al u telefoongesprek zijn de onze.
ivr/ivr-love_those_touch_tones,Ik hou ervan hoe je die knoppen indrukt!
ivr/ivr-yes_we_have_no_bananas,"Correct, we hebben geen bananen."
ivr/ivr-dude_you_suck,"Kerel, je zuigt!"
ivr/ivr-on_hold_indefinitely,"Uw oproep is erg belangrijk voor ons, maar uw geestelijke welzijn niet, dus we zullen u graag in de wacht houden, voor eeuwig martelen met onze vervelende wachtstandmuziek."
ivr/ivr-has_left_the_building,...heeft het pand verlaten.
ivr/ivr-phone_is_unassigned,Deze telefoon is niet toegekend en kan niet gebruikt worden voor externe oproepen.
ivr/ivr-phone_not_configured,Deze telefoon is niet correct geconfigureerd.
ivr/ivr-phone_is_configured_properly,Gefeliciteerd! Deze telefoon is correct geconfigureerd en kan nu aan een gebruiker toegekend worden.
ivr/ivr-contact_system_administrator,Neem aub contact op met de systeem beheerder voor ondersteuning.
ivr/ivr-no_calls_waiting_in_queue,Er zijn geen gesprekken aanwezig in deze wachtrij.
ivr/ivr-you_are_number_one,U bent nummer één in de wachtrij.
ivr/ivr-has_called_emergency_services,...heeft een nood oproep geplaatst
ivr/ivr-there_are,Er zijn...
ivr/ivr-enter_source_telephone_number,"Geef het bron telefoon nummer op, gevolgd door een hekje."
ivr/ivr-enter_destination_telephone_number,"Geef het bestemmings telefoon nummer op, gevolgd door een hekje."
ivr/ivr-recording_started,Opname gestart.
ivr/ivr-recording_stopped,Opname gestopt.
ivr/ivr-recording_paused,Opname gepauzeerd.
ivr/ivr-recording_deleted,Opname verwijderd.
ivr/ivr-no_longer_in_queue,U bent niet langer in de wachtrij.
ivr/ivr-withdrawn,teruggetrokken
ivr/ivr-question,vraag
ivr/ivr-questions,vragen
ivr/ivr-has_been_answered,is beantwoord
ivr/ivr-has_been_removed,is verwijderd
ivr/ivr-no_questions_in_queue,Geen vragen in de wachtrij.
ivr/ivr-is_now_on,is nu aan
ivr/ivr-is_now_off,is nu uit
ivr/ivr-phone_not_make_external_calls,Dit toestel mag geen externe gesprekken voeren.
ivr/ivr-id_number,ID-nummer
ivr/ivr-skip_instructions,Druk op een toets om instructies over te slaan.
ivr/ivr-hangup_to_discard,Hang op om te annuleren.
ivr/ivr-or_press,of druk op
ivr/ivr-for_english_press,"Voor Engels, druk op"
ivr/ivr-call_cannot_be_completed_as_dialed,Uw oproep kan niet worden voltooid zoals gekozen.
ivr/ivr-please_check_number_try_again,Controleer het nummer en probeer opnieuw.
ivr/ivr-failure_reason_is,De reden van de fout is
ivr/ivr-unallocated_number,Niet-toegewezen nummer
ivr/ivr-no_user_response,Geen reactie van gebruiker
ivr/ivr-invalid_number_format,Ongeldig nummerformaat
ivr/ivr-invalid_sound_prompt,Ongeldige geluidsprompt
ivr/ivr-gateway_down,Gateway niet beschikbaar
ivr/ivr-no_route_destination,Geen route naar bestemming
ivr/ivr-user_busy,Gebruiker bezet
ivr/ivr-call_rejected,Oproep geweigerd
ivr/ivr-normal_unspecified,"Normaal, niet gespecificeerd"
ivr/ivr-incompatible_destination,Incompatibele bestemming
ivr/ivr-normal_clearing,Normaal beëindigd
ivr/ivr-not_have_permission,U heeft geen toestemming
ivr/ivr-youre_doing_it_wrong,U doet het verkeerd!
ivr/ivr-were_asterisk_free,Wij zijn Asterisk-vrij!
ivr/ivr-douche_telecom,Douche Telecom
ivr/ivr-to_learn_more_about_freeswitch,Voor meer informatie over FreeSWITCH
ivr/ivr-there_is,Er is
ivr/ivr-do_not_call_list,Bel-me-niet lijst
ivr/ivr-call_attempt_aborted,Oproeppoging afgebroken
ivr/ivr-to_wait_stay_on_the_line,"Om te wachten, blijf aan de lijn."
ivr/ivr-if_you_would_like_us_to_call_back,Als u wilt dat wij u terugbellen
ivr/ivr-it_appears_that_your_phone_number_is,Het lijkt erop dat uw telefoonnummer is
ivr/ivr-would_you_like_to_receive_a_call_at_this_number,Wilt u een oproep ontvangen op dit nummer?
ivr/ivr-please_enter_the_number_where_we_can_reach_you,Voer het nummer in waarop wij u kunnen bereiken.
ivr/ivr-we_will_return_your_call_at_this_number,Wij bellen u terug op dit nummer.
ivr/ivr-anonymous_caller,Anonieme beller
ivr/ivr-freeguipy,Neem een stukje gratis taart!
ivr/ivr-learn_more_freeguipydotorg,Meer informatie op F-R-E-E-G-U-I-P-Y punt O-R-G
ivr/ivr-terribly_wrong_awkward,"Er ging iets vreselijk, vreselijk mis... (ongemakkelijk!)"
